trip_id,created_at,route_type,origin_center,origin_name,dest_center,dest_name,dispatch_time,delivery_time,osrm_distance_km,osrm_time_min,actual_time_min,vehicle_reg,driver_id,client,status,billed_amount
trip-153834925896844300,2018-09-30 23:14:18.968711,FTL,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND209101AAA,Akbarpur_NehruNGR_D (Uttar Pradesh),2018-09-30 23:14:18.968711,2018-10-01 01:36:49.538991,19.8049,13.0,39.0,CH40IK6238,DRV-006,Vertex Retail,COMPLETED,9900.0
trip-153808858037247262,2018-09-27 22:49:40.372722,Carting,IND686507AAA,Parakkdavu_KeRoad_D (Kerala),IND686513AAA,Mundakayam_Central_D_1 (Kerala),2018-09-28 01:09:47.731505,2018-09-28 01:55:31.754566,12.007700000000002,8.0,14.0,HR64RO3607,DRV-056,Apex Chemicals,COMPLETED,62423.0
trip-153679392522135456,2018-09-12 23:12:05.221595,Carting,IND110030AAD,Delhi_Kishangarh_DPC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-12 23:12:05.221595,2018-09-13 02:43:17.982796,16.395400000000002,15.0,26.0,HR-53-AN-9031,DRV-044,Vertex Retail,COMPLETED,84085.0
trip-153720041564594350,2018-09-17 16:06:55.646202,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-17 16:06:55.646202,2018-09-17 18:20:37.954556,14.1088,11.0,20.0,UP33PG6813,DRV-057,Internal,COMPLETED,63882.0
trip-153713124132915429,2018-09-16 20:54:01.329421,FTL,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND846004AAA,Darbhanga (Bihar),2018-09-16 20:54:01.329421,2018-09-17 01:14:31.567729,27.1077,20.0,80.0,UP29WG2052,DRV-013,Apex Chemicals,COMPLETED,67697.0
trip-153679741225695717,2018-09-13 00:10:12.257308,Carting,IND302006AAA,Jaipur (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),2018-09-13 04:46:56.413930,2018-09-13 05:59:12.827480,12.0727,11.0,33.0,RJ57LG5374,DRV-019,Vertex Retail,COMPLETED,15973.0
trip-153721534753480972,2018-09-17 20:15:42.076564,Carting,IND500010AAA,Hyderabad_Alwal_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-17 20:15:42.076564,2018-09-18 02:10:34.549860,11.9701,9.0,23.0,UP-29-WG-2052,DRV-043,Internal,COMPLETED,77364.0
trip-153787441251032384,2018-09-25 11:20:12.510576,Carting,IND306401AAB,Pali_Nayagaon_I (Rajasthan),IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),2018-09-25 11:20:12.510576,2018-09-25 17:58:33.927464,17.340799999999998,16.0,39.0,DL11SJ8690,DRV-016,Internal,COMPLETED,72445.0
trip-153860584924748888,2018-10-03 22:30:49.247729,Carting,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-10-03 22:30:49.247729,2018-10-04 01:57:06.569466,14.6104,11.0,27.0,PB53DC7224,DRV-005,Internal,COMPLETED,35802.0
trip-153695993302915655,2018-09-14 21:18:53.029619,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),2018-09-14 21:18:53.029619,2018-09-14 22:43:30.823570,14.126,15.0,18.0,PB47HL3939,DRV-039,Shakti Cement,COMPLETED,32166.0
trip-153825983695003852,2018-09-29 22:23:56.950260,FTL,IND743235AAA,Bongaon_SukntDPP_D (West Bengal),IND743270AAA,Helencha_ColnyDPP_D (West Bengal),2018-09-30 01:47:54.464597,2018-09-30 02:47:14.392821,19.0078,18.0,36.0,PB68LJ4728,DRV-045,Internal,COMPLETED,93365.0
trip-153816159737577057,2018-09-28 19:06:37.376029,FTL,IND132103AAA,Panipat (Haryana),IND132001AAA,Karnal (Haryana),2018-09-29 03:05:19.816021,2018-09-29 04:15:46.718686,24.0194,20.0,36.0,PB47CH2654,DRV-046,Vertex Retail,COMPLETED,40254.0
trip-153751354797913795,2018-09-21 07:05:47.979591,Carting,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411021AAA,PNQ Pashan DPC (Maharashtra),2018-09-21 07:05:47.979591,2018-09-21 07:52:00.580993,11.0092,13.0,36.0,HR47UT6925,DRV-020,Internal,COMPLETED,20290.0
trip-153702856423712865,2018-09-15 16:22:44.237379,Carting,IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-15 16:22:44.237379,2018-09-15 18:34:57.171495,11.7155,10.0,27.0,RJ-66-RW-8007,DRV-017,Apex Chemicals,COMPLETED,41496.0
trip-153808414623944355,2018-09-27 21:35:46.239698,FTL,IND301001AAB,Alwar_Central_I_1 (Rajasthan),IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),2018-09-27 21:35:46.239698,2018-09-28 01:47:49.484304,23.4756,21.0,59.0,UK79WJ9666,DRV-041,Orion Pharma,COMPLETED,11008.0
trip-153750042413815940,2018-09-21 03:27:04.138552,FTL,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),2018-09-21 03:27:04.138552,2018-09-21 04:35:50.736307,25.5241,23.0,35.0,PB22DV8062,DRV-053,Apex Chemicals,COMPLETED,41313.0
trip-153705528331807870,2018-09-15 23:48:03.318343,Carting,IND560043AAC,HBR Layout PC (Karnataka),IND560064AAA,Bengaluru_NwYlhnka_DC (Karnataka),2018-09-15 23:48:03.318343,2018-09-16 01:12:36.924222,13.3456,18.0,24.0,hr49vn6344,DRV-017,Internal,COMPLETED,44010.0
trip-153690748114710925,2018-09-14 06:44:40.352436,Carting,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-14 06:44:40.352436,2018-09-14 08:57:38.875090,11.1978,12.0,18.0,DL30JD1420,DRV-029,Vertex Retail,COMPLETED,45557.0
trip-153688652379975939,2018-09-14 00:55:21.070677,Carting,IND421401AAC,Murbad_SnkunDPP_D (Maharashtra),IND421601AAB,Asangaon_Shahapur_D (Maharashtra),2018-09-14 03:10:33.146514,2018-09-14 04:14:57.412223,10.5194,7.0,17.0,PB-42-BW-8144,DRV-026,Internal,COMPLETED,60701.0
trip-153845440580872876,2018-10-02 04:26:45.808974,Carting,IND411017AAA,PNQ Rahatani DPC (Maharashtra),IND412105AAC,Pune_North_D_3 (Maharashtra),2018-10-02 04:26:45.808974,2018-10-02 05:51:34.238985,12.7067,13.0,48.0,HR73CY1771,DRV-032,Internal,COMPLETED,34967.0
trip-153842611693598443,2018-10-01 20:35:16.936252,Carting,IND742102AAB,Berhampore_Central_I_2 (West Bengal),IND713130AAA,Katwa_BSarani_D (West Bengal),2018-10-01 20:35:16.936252,2018-10-01 23:57:35.446520,15.393,14.0,22.0,HR 73 CY 1771,DRV-020,Internal,COMPLETED,45220.0
trip-153844293478805525,2018-10-02 01:15:34.788345,FTL,IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),IND476111AAA,Ambah_MrenTirh_D (Madhya Pradesh),2018-10-02 01:15:34.788345,2018-10-02 03:44:26.905344,23.1297,16.0,29.0,RJ-68-AX-5315,DRV-024,Apex Chemicals,COMPLETED,82549.0
trip-153740464310872083,2018-09-20 00:50:43.109019,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140301AAA,Chandigarh_Kharar_DC (Chandigarh),2018-09-20 00:50:43.109019,2018-09-20 02:34:05.544478,22.6114,27.0,40.0,CH74TG3504,DRV-039,Shakti Cement,COMPLETED,57817.0
trip-153714615707596721,2018-09-17 01:02:37.076375,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-17 01:02:37.076375,2018-09-18 15:14:00.666236,29.4341,21.0,40.0,CH85NJ1986,DRV-030,Internal,COMPLETED,37995.0
trip-153698588365706560,2018-09-15 04:31:23.657386,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),2018-09-15 04:31:23.657386,2018-09-15 08:07:36.299929,12.6116,12.0,18.0,DL82ZB6688,DRV-052,Internal,COMPLETED,66378.0
trip-153728669312079081,2018-09-18 16:04:53.121025,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-18 16:04:53.121025,2018-09-18 18:41:17.208254,13.4544,20.0,30.0,PB-22-DV-8062,DRV-003,Internal,COMPLETED,27028.0
trip-153783455835040222,2018-09-25 00:15:58.350640,Carting,IND686507AAA,Parakkdavu_KeRoad_D (Kerala),IND686513AAA,Mundakayam_Central_D_1 (Kerala),2018-09-25 02:39:57.432715,2018-09-25 03:17:05.829483,12.749,9.0,23.0,PB 42 BW 8144,DRV-018,Shakti Cement,COMPLETED,32227.0
trip-153855900229646185,2018-10-03 09:30:02.296805,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND506002AAA,Warangal_HunterRd_I (Telangana),2018-10-03 09:30:02.296805,2018-10-03 20:32:32.585727,26.743,19.0,35.0,HR-41-FO-7216,DRV-003,Orion Pharma,COMPLETED,9181.0
trip-153677995714504124,2018-09-12 19:19:17.145419,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-12 19:19:17.145419,2018-09-12T21:55:58.021668Z,15.0595,18.0,23.0,UP53YM5558,DRV-026,Orion Pharma,COMPLETED,88815.0
trip-153784748343479769,2018-09-25 03:51:23.435422,FTL,IND785001AAA,Jorhat_RicMilRd_D (Assam),IND785682AAA,Sivasagar_Babupaty_D (Assam),2018-09-25 19:31:47.816778,2018-09-25 22:20:17.437248,32.6607,24.0,36.0,RJ29ZS5978,DRV-004,Shakti Cement,COMPLETED,28243.0
trip-153845825484545486,2018-10-02 05:30:54.845858,FTL,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-10-02 05:30:54.845858+05:30,2018-10-02 17:43:51.859739,25.7622,18.0,29.0,DL82GO5198,DRV-019,Internal,COMPLETED,19240.0
trip-153714851049268020,2018-09-17 01:41:48.916417,Carting,IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-17 01:41:48.916417,2018-09-17 03:28:47.975136,12.7858,11.0,21.0,CH-15-XO-9785,DRV-040,Apex Chemicals,COMPLETED,52278.0
trip-153696736049545812,2018-09-14 23:22:40.495686,Carting,IND204215AAA,SikandraRao_JydevNGR_D (Uttar Pradesh),IND207001AAA,Etah_CivlLine_D (Uttar Pradesh),2018-09-15 01:46:39.516706,2018-09-15 03:58:10.212664,10.2418,7.0,38.0,CH 76 PU 4919,DRV-023,Apex Chemicals,COMPLETED,53762.0
trip-153842997263739415,2018-10-01 21:39:32.637723,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND201001AAC,Ghaziabad_Central_L_8 (Uttar Pradesh),2018-10-01 21:39:32.637723,2018-10-02 00:19:24.902813,10.4829,13.0,24.0,UP29WG2052,DRV-031,Internal,COMPLETED,42837.0
trip-153756154536601693,2018-09-21 20:25:45.366258,FTL,IND444005AAB,Akola_Gaurkshn_I (Maharashtra),IND443301AAA,Mehkar_SagarDPP_D (Maharashtra),2018-09-21 20:25:45.366258,2018-09-22 02:18:05.843963,42.4545,29.0,64.0,UP53YM5558,DRV-051,Vertex Retail,COMPLETED,63299.0
trip-153819483869049758,2018-09-29 04:20:38.690769,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND122001AAA,GGN_DPC (Haryana),2018-09-29 04:20:38.690769,2018-09-29 06:29:55.007908,15.2078,15.0,12.0,PB84TB2343,DRV-020,Vertex Retail,COMPLETED,46739.0
trip-153764332282344142,2018-09-22 19:08:42.823828,FTL,IND756100AAC,Bhadrak_Central_I_2 (Orissa),IND758034AAA,Joda_Central_D_1 (Orissa),2018-09-22 19:08:42.823828,2018-09-23 01:18:36.389505,64.8765,48.0,142.0,RJ68AX5315,DRV-017,Vertex Retail,COMPLETED,47916.0
trip-153684476870983710,2018-09-13 13:19:28.710121,FTL,IND591126AAA,Saundatti_ShanthiS_D (Karnataka),IND591102AAA,Bailhongal_NamoNagr_D (Karnataka),2018-09-14 01:57:25.373470,2018-09-14 02:53:01.122764,29.1487,26.0,45.0,UK-79-WJ-9666,DRV-006,Internal,COMPLETED,84605.0
trip-153707869624653072,2018-09-16 06:18:16.246890,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),2018-09-16 06:18:16.246890,2018-09-16 09:40:05.539368,19.5165,13.0,64.0,UP54XZ6139,DRV-024,Orion Pharma,COMPLETED,41926.0
trip-153714409404394448,2018-09-17 00:28:14.044261,Carting,IND121004AAB,FBD_Balabhgarh_DPC (Haryana),IND121102AAA,Palwal (Haryana),2018-09-17 00:28:14.044261,2018-09-17 02:12:09.054266,11.2435,8.0,20.0,UP54XZ6139,DRV-056,Shakti Cement,COMPLETED,79695.0
trip-153737437961982221,2018-09-19 16:26:19.620044,FTL,IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),IND635802AAB,Ambur_Central_D_2 (Tamil Nadu),2018-09-20 00:43:44.918628,2018-09-20 03:03:06.822448,35.518800000000006,33.0,29.0,RJ45BB5786,DRV-026,Shakti Cement,COMPLETED,84175.0
trip-153747824363270639,2018-09-20 21:17:23.633094,FTL,IND495677AAA,Korba_Tilknagr_DC (Chhattisgarh),IND496001AAA,Raigarh_MithmdRd_D (Chhattisgarh),2018-09-21 06:10:37.034670,2018-09-21 11:35:58.075821,29.4221,27.0,53.0,HR47UT6925,DRV-027,Internal,COMPLETED,23030.0
trip-153805555944969520,2018-09-27 13:39:19.449937,Carting,IND500050AAA,Patancheru_Ameenpur_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-27 13:39:19.449937,2018-09-27 18:20:25.216815,12.9685,9.0,18.0,CH76PU4919,DRV-042,Internal,COMPLETED,72818.0
trip-153738474117911187,2018-09-19 19:19:01.179414,FTL,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-19 19:19:01.179414,2018-09-20 07:41:12.852927,26.8863,30.0,37.0,HR59KV7624,DRV-024,Vertex Retail,COMPLETED,87785.0
trip-153767414155511454,2018-09-23 03:42:21.555364,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-23 03:42:21.555364,2018-09-23 05:50:34.099685,15.3783,22.0,18.0,PB59PM4997,DRV-020,Internal,COMPLETED,31517.0
trip-153783434026689422,2018-09-25 00:12:20.267192,Carting,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND208012AAA,Kanpur_Central_D_7 (Uttar Pradesh),2018-09-25 00:12:20.267192,2018-09-25T02:27:11.508834Z,10.4055,10.0,27.0,ch67hy8613,DRV-039,Vertex Retail,COMPLETED,10323.0
trip-153751820785192976,2018-09-21 08:23:27.852184,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND143001AAA,Amritsar_DPC (Punjab),2018-09-21 08:23:27.852184+05:30,2018-09-21 21:35:45.913387,27.5835,21.0,35.0,HR41FO7216,DRV-009,Apex Chemicals,COMPLETED,91420.0
trip-153807140626682458,2018-09-27 18:03:26.267086,Carting,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600032AAB,Chennai_Hub (Tamil Nadu),2018-09-27 18:03:26.267086,2018-09-27 19:20:08.243590,11.2755,11.0,11.0,HR68TS2638,DRV-014,Orion Pharma,COMPLETED,34748.0
trip-153860330015385489,2018-10-03 21:48:20.154102,FTL,IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),IND505302AAB,Vemulawada_Central_DPP_2 (Telangana),2018-10-03 21:48:20.154102+05:30,2018-10-03 23:41:24.612363,29.4086,28.0,33.0,PB19SW4978,DRV-015,Apex Chemicals,COMPLETED,60041.0
trip-153737186469193919,2018-09-19 15:44:24.692185,Carting,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-19 15:44:24.692185,2018-09-19 22:32:04.479842,9.4561,6.0,14.0,PB79EX8744,DRV-017,Shakti Cement,COMPLETED,65486.0
trip-153699240759197314,2018-09-15 06:20:00.685834,Carting,IND560043AAC,HBR Layout PC (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-15 06:20:00.685834,2018-09-15 07:51:05.581349,17.110400000000002,23.0,21.0,DL82ZB6688,DRV-050,Apex Chemicals,COMPLETED,61742.0
trip-153859167004019211,2018-10-03 18:34:30.040447,FTL,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND515411AAA,Tadipatri_CBRoad_D (Andhra Pradesh),2018-10-03 18:34:30.040447,2018-10-03 22:32:12.664089,25.1498,17.0,63.0,CH 81 AQ 4130,DRV-014,Internal,COMPLETED,24818.0
trip-153750671865305053,2018-09-21 05:11:58.653307,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAD,Bengaluru_Peenya_L (Karnataka),2018-09-21 05:11:58.653307,2018-09-21 08:05:15.142198,15.4882,20.0,37.0,RJ 66 RW 8007,DRV-035,Orion Pharma,COMPLETED,61275.0
trip-153678848235386921,2018-09-12 21:41:22.354127,FTL,IND301001AAB,Alwar_Central_I_1 (Rajasthan),IND321001AAB,Bharatpur_NraynDPP_D (Rajasthan),2018-09-12 21:41:22.354127,2018-09-13 00:22:00.289167,23.4392,21.0,29.0,UP 37 RY 4295,DRV-028,Internal,COMPLETED,54768.0
trip-153818165824051939,2018-09-29 00:40:58.240762,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-29 00:40:58.240762,2018-09-29 03:47:28.019206,16.587799999999998,22.0,23.0,HR49VN6344,DRV-043,Internal,COMPLETED,58624.0
trip-153755517158867012,2018-09-21 18:39:31.588924,Carting,IND201301AAM,Noida_Sector63_L (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 18:39:31.588924,2018-09-22 00:07:37.068213,13.8828,13.0,21.0,HR63TT4697,DRV-018,Orion Pharma,COMPLETED,58771.0
trip-153764373850958933,2018-09-22 19:15:38.509901,Carting,IND201301AAM,Noida_Sector63_L (Uttar Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-22 19:15:38.509901,2018-09-22 23:11:02.232777,14.3766,13.0,22.0,CH85NJ1986,DRV-047,Vertex Retail,COMPLETED,90714.0
trip-153851109595076031,2018-10-02 20:11:35.951018,FTL,IND000000ACT,Delhi_Gateway_HB (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-10-02 20:11:35.951018,2018-10-03 00:22:07.910004,30.5023,28.0,39.0,DL41GG9786,DRV-025,Internal,COMPLETED,15974.0
trip-153782606283854236,2018-09-24 21:54:22.838783,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-24 21:54:22.838783,2018-09-24 23:45:56.793819,12.2284,12.0,19.0,ch10yz3615,DRV-037,Internal,COMPLETED,39365.0
trip-153825122338426097,2018-09-29 20:00:23.384516,FTL,IND174103AAA,Baddi_ByePass_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-09-30 05:59:14.974604,2018-09-30 08:43:29.323344,24.2251,25.0,32.0,UP-52-IC-5573,DRV-040,Internal,COMPLETED,16630.0
trip-153673619703496263,2018-09-12 07:09:57.035313,Carting,IND000000ACT,Delhi_Gateway_HB (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-12 07:09:57.035313,2018-09-12 11:05:01.036407,10.0182,18.0,32.0,HR-63-TT-4697,DRV-044,Internal,COMPLETED,16344.0
trip-153721983695861290,2018-09-17 21:30:31.994218,FTL,IND125001AAA,Hisar_ModelTwn_P (Haryana),IND125047AAB,Hisar_AgrohDPP_D (Haryana),2018-09-17 21:30:31.994218,2018-09-17 23:51:44.368347,31.9136,26.0,40.0,HR16SP9238,DRV-013,Internal,COMPLETED,72031.0
trip-153819127659180741,2018-09-29 03:21:16.592153,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-29 03:21:16.592153,2018-09-29 07:27:25.794735,16.2587,17.0,65.0,PB19SW4978,DRV-013,Orion Pharma,COMPLETED,40922.0
trip-153687759030195023,2018-09-13 22:26:30.302194,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-13 22:26:30.302194,2018-09-15 18:24:41.067811,28.943900000000003,20.0,35.0,CH76PU4919,DRV-034,Vertex Retail,COMPLETED,25672.0
trip-153678423899578258,2018-09-12 20:30:38.996036,FTL,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-13 06:24:01.015073,2018-09-15 06:16:15.157095,33.7094,30.0,24.0,UK 69 NX 5397,DRV-012,Internal,COMPLETED,15289.0
trip-153722660390348962,2018-09-17 23:23:18.623453,FTL,IND507111AAA,Bhadrachalam_ITDARd_D (Telangana),IND507117AAB,Manuguru_AskNagar_D (Telangana),2018-09-18 03:21:55.160388,2018-09-18 04:32:48.830784,24.558,22.0,29.0,UP13DI3925,DRV-035,Shakti Cement,COMPLETED,39478.0
trip-153731211799219871,2018-09-18 23:08:37.992473,Carting,IND403726AAB,Goa_ZuariNgr_IP (Goa),IND403507AAB,Goa_Mapusa (Goa),2018-09-18 23:08:37.992473,2018-09-19 06:48:47.364366,13.1458,17.0,14.0,PB-42-BW-8144,DRV-028,Apex Chemicals,COMPLETED,93026.0
trip-153773150329133278,2018-09-23 19:38:23.291587,FTL,IND673592AAA,SultnBthry_Kollgpra_D (Kerala),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-24 02:45:40.472528,2018-09-24 11:00:52.246125,29.0716,33.0,43.0,pb84tb2343,DRV-019,Internal,COMPLETED,90209.0
trip-153676768634292184,2018-09-12 15:54:46.343166,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-12 15:54:46.343166,2018-09-12 19:01:20.492650,12.2338,16.0,22.0,UP29WG2052,DRV-054,Internal,COMPLETED,39722.0
trip-153688109939799174,2018-09-13 23:24:59.398379,FTL,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),2018-09-13 23:24:59.398379,2018-09-14 09:49:15.423613,26.0355,22.0,34.0,hr47ut6925,DRV-034,Shakti Cement,COMPLETED,19589.0
trip-153748133506576231,2018-09-20 22:08:55.066125,Carting,IND733129AAA,Kaliyaganj_FatprDPP_D (West Bengal),IND732103AAB,Malda_Central_I_3 (West Bengal),2018-09-21 07:16:00.768466,2018-09-21 09:47:52.700335,11.7323,8.0,22.0,HR 63 TT 4697,DRV-015,Shakti Cement,COMPLETED,63649.0
trip-153689381365552363,2018-09-14 02:56:51.869884,FTL,IND131028AAB,Sonipat_Kundli_H (Haryana),IND244001AAA,Moradabad_DC (Uttar Pradesh),2018-09-14 02:56:51.869884,2018-09-14 15:04:38.675414,26.9502,24.0,37.0,CH67HY8613,DRV-048,Orion Pharma,COMPLETED,36925.0
trip-153677015300687587,2018-09-12 16:35:53.007117,FTL,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),2018-09-12 16:35:53.007117,2018-09-12 19:04:31.764295,26.1011,20.0,28.0,DL47HM4986,DRV-050,Internal,COMPLETED,42422.0
trip-153679896345124971,2018-09-13 00:36:03.451531,Carting,IND424006AAA,Dhule_MIDCAvdn_I (Maharashtra),IND424101AAA,Chalisgaon_BhadgDPP_D (Maharashtra),2018-09-13 00:36:03.451531,2018-09-13 02:20:13.738094,9.327,7.0,10.0,CH74TG3504,DRV-042,Vertex Retail,COMPLETED,33588.0
trip-153856576888177326,2018-10-03 11:22:48.882028,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),2018-10-03 11:22:48.882028,2018-10-03 21:13:32.295309,26.0269,18.0,33.0,HR15HP2193,DRV-053,Internal,COMPLETED,64681.0
trip-153691882076112279,2018-09-14 09:53:39.582897,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-14 09:53:39.582897,2018-09-14 13:04:48.045222,24.9896,26.0,30.0,RJ-29-ZS-5978,DRV-052,Internal,COMPLETED,10173.0
trip-153809030072513251,2018-09-27 23:18:20.725351,FTL,IND503111AAC,Kamareddy_Devenply_I (Telangana),IND503185AAA,Bodhan_SuryaDPP_D (Telangana),2018-09-27 23:18:20.725351,2018-09-28 01:13:05.467734,29.233,22.0,33.0,HR 41 FO 7216,DRV-048,Orion Pharma,COMPLETED,80090.0
trip-153689461807056615,2018-09-14 03:10:18.070870,FTL,IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),2018-09-14 07:53:02.411538,2018-09-14 14:13:22.188508,24.8616,18.0,26.0,UK16VU2612,DRV-041,Internal,COMPLETED,50134.0
trip-153757005581323003,2018-09-21 22:47:35.813464,FTL,IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),IND627117AAA,Vallior_Radhaprm_D (Tamil Nadu),2018-09-21 22:47:35.813464,2018-09-22 00:12:59.834202,26.9472,20.0,32.0,CH71DC7565,DRV-007,Internal,COMPLETED,93049.0
trip-153688295213697051,2018-09-13 23:55:50.779348,Carting,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302026AAA,Jaipur_Bhankrot_DC (Rajasthan),2018-09-13 23:55:50.779348,2018-09-14 02:12:52.422206,13.2572,13.0,22.0,UP52IC5573,DRV-057,Apex Chemicals,COMPLETED,79225.0
trip-153817568459731960,2018-09-28 23:01:24.597582,Carting,IND560300AAB,Bangalore_East_I_20 (Karnataka),IND563130AAA,Malur_NharuExt_D (Karnataka),2018-09-28 23:01:24.597582,2018-09-29 01:35:51.171408,10.0335,9.0,14.0,DL-30-AN-8381,DRV-009,Orion Pharma,COMPLETED,57068.0
trip-153753012037060787,2018-09-21 11:42:00.370856,FTL,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 11:42:00.370856,2018-09-22 17:46:31.688996,34.239,31.0,36.0,rj34gx8933,DRV-009,Internal,COMPLETED,57771.0
trip-153803180804347491,2018-09-27 07:03:28.043721,Carting,IND445101AAA,Nagpur_Gondkhry_H (Maharashtra),IND440014AAA,Nagpur_Jaripatk_DC (Maharashtra),2018-09-27 07:03:28.043721,2018-09-27 10:15:03.521695,13.1835,9.0,22.0,HR64RO3607,DRV-052,Internal,COMPLETED,40988.0
